"title","url","description"
"The Pandemic-Induced Popularity of Google Street View - The New Yorker","https://www.newyorker.com/culture/rabbit-holes/the-pandemic-induced-popularity-of-google-street-view","The Pandemic-Induced Popularity of Google Street View&nbsp;&nbsp;The New Yorker"
"Covid: How are European countries tackling the pandemic?","https://www.bbc.co.uk/news/explainers-53640249","What restrictions are being put in place in Europe to control the second wave of coronavirus?"
"HS2: Could the pandemic kill off the rail project?","https://www.bbc.co.uk/news/uk-politics-55862648","Covid-19 has intensified the debate among environmental groups about the benefits of the project."
"Canada's Largest Meatpacking Facility Is on Trial for Endangering Its Workers During the Pandemic - Jacobin magazine","https://jacobinmag.com/2021/02/canada-alberta-meatpacking-covid","Canada's Largest Meatpacking Facility Is on Trial for Endangering Its Workers During the Pandemic&nbsp;&nbsp;Jacobin magazine"
"The latest on the coronavirus pandemic and vaccines: Live news - CNN International","https://edition.cnn.com/world/live-news/coronavirus-pandemic-vaccine-updates-02-06-21/h_35975b8ab4c4b79a35b8bdbf97ce5b56","The latest on the coronavirus pandemic and vaccines: Live news&nbsp;&nbsp;CNN International"
"Newsom faces intensifying recall threat as pandemic frustrations grow in California - CNN","https://www.cnn.com/2021/02/06/politics/gavin-newsom-recall-california-pandemic-frustrations/index.html","Newsom faces intensifying recall threat as pandemic frustrations grow in California&nbsp;&nbsp;CNN"
"Disney World cancels Super Bowl Parade due to the pandemic - CNN","https://www.cnn.com/2021/02/06/us/disney-world-super-bowl-parade-canceled-trnd/index.html","Disney World cancels Super Bowl Parade due to the pandemic&nbsp;&nbsp;CNN"
"The NFL can put on a season during a pandemic – yet hiring black coaches seems too difficult? - The Independent","https://www.independent.co.uk/voices/nfl-super-bowl-covid-black-coach-b1798555.html","The NFL can put on a season during a pandemic – yet hiring black coaches seems too difficult?&nbsp;&nbsp;The Independent"
"Two million more FGM cases likely 'over decade due to pandemic' - The Independent","https://www.independent.co.uk/news/uk/home-news/fgm-rise-coronavirus-lockdown-b1798428.html","Two million more FGM cases likely 'over decade due to pandemic'&nbsp;&nbsp;The Independent"
"When will the PM hold a public inquiry into handling of pandemic? - The Independent","https://www.independent.co.uk/news/uk/politics/boris-johnson-public-inquiry-covid-b1798592.html","When will the PM hold a public inquiry into handling of pandemic?&nbsp;&nbsp;The Independent"
"As U.S. Vaccinations Ramp Up, Second Doses Can Be Hard to Come By","https://www.nytimes.com/live/2021/02/06/world/covid-19-coronavirus/","The Supreme Court lifted some restrictions on religious services in California. China approved its second vaccine. Here’s the latest on the pandemic."
"Two Nations Mark Anniversary of Two Notable Covid-19 Deaths","https://www.nytimes.com/2021/02/06/world/coronavirus-covid-19-first-us-death-anniversary.html","Soon after the death of a doctor who was one of the first to warn publicly about the coronavirus, China abruptly reversed course. The United States took a very different path after what would be its first confirmed death of the pandemic."
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
